chrome,4,krom
chrome,1,krom
chromic,1,kromIk
chromium,4,kromixm
chronic,11,kranIk
chronicle,8,kranIkL
chronicle,1,kranIkL
chronological,7,kranxlaJIkL
chronologically,2,kranLaJIkLli
chronology,5,krxnalxJi
chrysanthemum,1,krIsAnTxmxm
chubby,2,CQbi
chuck,7,CQk
chuck,3,CQk
chuckle,4,CQkL
chuckle,10,CQkL
chug,2,CQg
chum,1,CQm
chump,1,CQmp
chunk,7,CQGk
chunky,1,CQGki
church,451,CRC
churchly,1,CRCli
churchyard,8,CRCyard
churn,4,CRn
churning,1,CRnIG
chute,2,Sut
chutney,1,CQtni
cicada,1,sIkedx
Ciceronian,1,sIsxronixn
cider,2,sYdR
cigar,12,sIgar
cigarette,38,sIgREt
cinch,4,sInC
cinder,4,sIndR
cinema,3,sInxmx
cinematic,3,sInxmAtIk
cipher,2,sYfR
cipher,1,sYfR
circa,3,sRkx
circle,91,sRkL
circle,13,sRkL
circuit,27,sRkIt
circuitous,1,sRkyuItIs
circuitry,1,sRkItri
circular,18,sRkyUlR
circular,3,sRkyUlR
circularity,2,sRkyUlArxti
circulate,11,sRkyUlet
circulation,16,sRkyUleSIn
circulatory,2,sRkyUlItori
circumcision,1,sRkxmsIZIn
circumference,3,sRkQmfRxns
circumlocution,1,sRkxmlokyuSIn
circumpolar,1,sRkxmpolR
circumscribe,3,sRkxmskrYb
circumscription,1,sRkxmskrIpSIn
circumspect,3,sRkxmspEkt
circumspection,1,sRkxmspEkSIn
circumspectly,1,sRkxmspEktli
circumstance,99,sRkxmstAns
circus,7,sRkIs
cistern,2,sIstRn
citation,6,sYteSIn
cite,44,sYt
citizen,120,sItIzIn
citizenry,3,sItIzxnri
citizenship,3,sItIzxnSIp
citron,1,sItrxn
citrus,1,sItrIs
city,521,sIti
civic,23,sIvIk
civil,94,sIvL
civilian,16,sxvIlyxn
civilian,10,sxvIlyxn
civility,1,sxvIlIti
civilization,46,sIvLxzeSIn
civilize,12,sIvxlYz
clad,7,klAd
cladding,1,klAdIG
claim,124,klem
claim,99,klem
claimant,13,klemxnt
clairvoyance,1,klArvOxns
clairvoyant,1,klArvOxnt
clam,5,klAm
clamber,7,klAmbR
clammy,2,klAmi
clamor,1,klAmR
clamor,4,klAmR
clamorous,1,klAmRxs
clamp,6,klAmp
clamp,11,klAmp
clamshell,1,klAmSEl
clan,2,klAn
clandestine,1,klAndEstIn
clang,1,klAG
clang,1,klAG
clank,1,klAGk
clannish,1,klAnIS
clap,2,klAp
clap,9,klAp
claret,1,klArxt
claret,4,klArxt
clarification,5,klArxfxkeSIn
clarify,25,klArxfY
clarinet,1,klArxnEt
clarity,28,klArxti
clash,7,klAS
clash,1,klAS
clasp,7,klAsp
class,292,klAs
class,3,klAs
classic,31,klAsIk
classic,14,klAsIk
classical,33,klAsIkL
classically,2,klAsIkLli
classification,25,klAsxfxkeSIn
classificatory,1,klxsIfxkxtori
classify,21,klAsxfY
classless,1,klAslIs
classmate,7,klAsmet
classroom,23,klAsrum
clatter,1,klAtR
clatter,7,klAtR
clause,13,klcz
claustrophobia,1,klcstrxfobix
claw,4,klc
claw,3,klc
clay,91,kle
clean,48,klin
clean,1,klin
clean,1,klin
clean,58,klin
cleaner,4,klinR
cleaner,13,klinR
cleaning,15,klinIG
cleanly,2,klinli
cleanse,4,klEnz
clear,196,klIr
clear,9,klIr
clear,48,klIr
clearance,4,klIrxns
clearing,6,klIrIG
clearly,6,klIrli
clearly,122,klIrli
clearness,2,klIrnIs
cleat,1,klit
cleavage,2,klivIJ
cleave,2,kliv
cleft,2,klEft
clemency,2,klEmxnsi
clench,7,klEnC
clergy,12,klRJi
clergyman,17,klRJimxn
cleric,1,klErIk
clerical,9,klErIkL
clerk,45,klRk
clerk,2,klRk
clever,17,klEvR
cleverly,4,klEvRli
cliche,11,kliSe
click,3,klIk
click,9,klIk
client,33,klYInt
clientele,3,klYIntEl
cliff,11,klIf
climactic,4,klYmAktIk
climate,27,klYmxt
climax,14,klYmAks
climax,3,klYmAks
climb,2,klYm
climb,65,klYm
clime,1,klYm
clinch,1,klInC
clinch,3,klInC
clincher,1,klInCR
cling,30,klIG
clinic,5,klInIk
clinical,27,klInIkL
clinically,1,klInIkLli
clink,1,klIGk
clip,8,klIp
clip,3,klIp
clique,3,klik
cloak,3,klok
clobber,3,klabR
clock,28,klak
clock,1,klak
clockwise,3,klakwYz
clockwork,1,klakwRk
clod,5,klad
clog,6,klag
cloister,1,klOstR
clonic,1,klanIk
close,80,klos
close,16,klos
close,2,klos
close,97,klos
close,174,klos
closer,18,klozR
closer,43,klozR
closet,18,klazIt
closet,1,klazIt
closing,5,klozIG
closure,1,kloZR
clot,2,klat
clot,2,klat
cloth,43,klcT
clothbound,1,klcTbWnd
clothe,6,kloD
clothes,89,kloz
clotheshorse,2,klozhcrs
clothesline,2,klozlYn
clothier,1,kloDyR
clothing,20,kloDIG
cloture,1,kloCR
cloud,64,klWd
cloud,7,klWd
cloudburst,3,klWdbRst
cloudless,2,klWdlIs
cloudy,2,klWdi
clout,1,klWt
clove,3,klov
clover,16,klovR
clown,6,klWn
cloy,3,klO
club,178,klQb
club,2,klQb
clubhouse,5,klQbhWs
cluck,3,klQk
cluck,3,klQk
clue,25,klu
clump,8,klQmp
clumsy,6,klQmzi
cluster,13,klQstR
cluster,10,klQstR
clutch,6,klQC
clutch,17,klQC
clutter,2,klQtR
coach,30,koC
coach,5,koC
coachman,5,koCmxn
coachwork,1,koCwRk
coal,40,kol
coalesce,3,koxlEs
coalescence,1,koxlEsNs
coalition,15,koxlISIn
coarse,10,kors
coarsely,1,korsli
coarsen,1,korsN
coast,67,kost
coast,3,kost
coastal,4,kostL
coastline,1,kostlYn
coat,52,kot
coat,6,kot
coating,47,kotIG
coax,5,koks
coaxial,1,koAksiL
cobalt,2,kobclt
cobbler,1,kablR
cobblestone,2,kabLston
cobra,3,kobrx
cobweb,1,kabwEb
cocaine,1,koken
coccidioidomycosis,1,kaksIdiOdomYkosIs
coccidiosis,1,kaksIdiosIs
cock,5,kak
cock,6,kak
cockatoo,1,kakItu
cockeyed,1,kakYd
cockpit,17,kakpIt
cocktail,27,kaktel
cocky,3,kaki
coco,1,koko
cocoa,3,koko
coconut,10,kokxnQt
cocoon,3,kxkun
cod,6,kad
coddle,2,kadL
code,55,kod
code,5,kod
codfish,1,kadfIS
codification,3,kadxfxkeSxn
codify,1,kadxfY
coed,2,koEd
coefficient,6,koxfISInt
coerce,3,koRs
coercion,4,koRSxn
coercive,2,koRsIv
coexist,1,koIgzIst
coffee,78,kcfi
coffeepot,2,kcfipat
coffer,1,kcfR
coffin,6,kcfxn
cog,1,kag
cogently,1,koJxntli
cognac,4,konyAk
cognate,1,kagnet
cognitive,2,kagnItIv
cognizance,2,kagnIzIns
cognizant,2,kagnIzxnt
cohere,1,kohIr
coherence,1,kohIrxns
coherent,5,kohIrxnt
cohesion,6,kohiZxn
cohesive,11,kohisIv
cohesively,1,kohisIvli
cohesiveness,1,kohisIvnEs
cohort,1,kohcrt
coiffure,1,kwafyUr
coil,8,kOl
coil,2,kOl
coin,18,kOn
coin,4,kOn
coincide,24,koInsYd
coincidence,13,koInsIdIns
coincidental,1,koInsIdEntL
coke,2,kok
colchicum,1,kalCxkM
cold,147,kold
cold,24,kold
cold,2,kold
coldly,8,koldli
colicky,1,kalxki
collaborate,11,kxlAbRet
collaboration,12,kxlAbxreSxn
collage,17,kxlaZ
collagen,3,kalxJxn
collapse,6,kxlAps
collapse,18,kxlAps
collar,1,kalR
collar,14,kalR
collar,4,kalR
collarbone,1,kalRbon
collate,1,kolet
collation,1,kxleSIn
colleague,32,kalig
collect,78,kxlEkt
collection,92,kxlEkSxn
collective,31,kxlEktIv
collective,1,kxlEktIv
collectively,4,kxlEktIvli
collector,16,kxlEktR
college,308,kalIJ
collegian,1,kxliJIn
collegiate,4,kxliJIt
collide,1,kxlYd
collie,2,kali
collision,9,kxlIZxn
colloidal,2,kxlOdL
colloquial,2,kxlokwiL
colloquium,2,kxlokwixm
colloquy,1,kalxkwi
collusion,3,kxluZIn
colon,2,kolIn
colonel,47,kRnL
colonial,21,kxloniL
colonial,1,kxloniL
colonialism,4,kxlonixlIzxm
colonist,2,kalxnIst
colonnade,3,kalIned
colony,36,kalIni
color,184,kQlR
color,44,kQlR
coloration,2,kQlReSIn
coloratura,2,kQlRItUrx
colored,1,kQlRd
colorful,22,kQlRfL
coloring,4,kQlRIG
colorless,3,kQlRlIs
colossal,4,kxlasL
colossus,2,kxlasIs
colt,21,kolt
coltish,1,koltIS
columbine,1,kalxmbYn
column,107,kalM
columnist,7,kalxmnIst
coma,1,komx
comb,6,kom
comb,5,kom
combat,22,kambAt
combat,6,kambAt
combatant,1,kxmbAtNt
combatant,2,kxmbAtNt
combination,76,kambIneSIn
combine,2,kxmbYn
combine,72,kxmbYn
combo,4,kambo
combustible,1,kxmbQstxbL
combustion,12,kxmbQsCxn
come,1561,kQm
comeback,2,kQmbAk
comedian,7,kxmidixn
comedy,41,kamxdi
comely,1,kQmli
comer,1,kQmR
comet,4,kamxt
comfort,46,kQmfRt
comfort,11,kQmfRt
comfortable,37,kQmfRtxbL
comic,7,kamIk
comic,3,kamIk
coming,16,kQmIG
comma,2,kamx
command,74,kxmAnd
command,39,kxmAnd
commandant,1,kamxndAnt
commandeer,2,kamxndIr
commander,35,kxmAndR
commanding,1,kxmAndIG
commandment,2,kxmAndmxnt
commando,2,kxmAndo
commemorate,6,kxmEmRet
commence,18,kxmEns
commencement,4,kxmEnsmxnt
commend,15,kxmEnd
commendation,1,kamxndeSIn
commensurate,4,kxmEnsRIt
comment,64,kamEnt
comment,31,kamEnt
commentary,11,kamIntEri
commentator,5,kamxntetR
commerce,58,kamRs
commercial,59,kxmRSL
commercial,12,kxmRSL
commercialism,1,kxmRSxlIzxm
commercially,11,kxmRSLli
commingle,1,kxmIGgL
commiserate,1,kxmIzRet
commissary,2,kamxsEri
commission,117,kxmISIn
commission,2,kxmISIn
commissioner,36,kxmISxnR
commit,1,kxmIt
commit,50,kxmIt
commitment,29,kxmItmxnt
committee,188,kxmIti
committeeman,5,kxmItimxn
committeewoman,2,kxmItiwUmxn
commodity,28,kxmadIti
commodore,3,kamxdor
common,211,kamxn
common,16,kamxn
commoner,1,kamxnR
commoner,1,kamxnR
commonly,29,kamxnli
commonplace,13,kamxnples
commonplace,4,kamxnples
commonwealth,8,kamxnwElT
commotion,6,kxmoSIn
communal,4,kxmyunL
commune,8,kamyun
commune,1,kamyun
communicate,22,kxmyunIket
communication,95,kxmyunxkeSxn
communicative,6,kxmyunxketIv
communion,11,kxmyunyxn
communique,1,kxmyunxke
communism,74,kamyunIzM
communist,112,kamyxnIst
communistic,2,kamyunIstIk
community,275,kxmyunIti
communize,1,kamyxnYz
commutation,1,kamyuteSIn
commute,19,kxmyut
compact,9,kampAkt
compact,4,kampAkt
compactly,1,kampAktli
companion,27,kxmpAnyxn
companionable,1,kxmpAnyxnxbL
companionship,4,kxmpAnyxnSIp
companionway,1,kxmpAnyxnwe
company,453,kQmpxni
comparable,41,kampRxbL
comparative,17,kxmpArxtIv
comparatively,12,kxmpArxtIvli
comparatively,3,kxmpArxtIvli
compare,114,kxmpAr
comparison,54,kxmpArIsxn
compartment,12,kxmpartmxnt
compass,12,kQmpxs
compass,1,kQmpxs
compassion,5,kxmpASIn
compatible,16,kxmpAtxbL
compatriot,2,kxmpetrixt
compel,25,kxmpEl
compelling,7,kxmpElIG
compendium,1,kxmpEndixm
compensate,10,kampxnset
compensation,20,kampxnseSIn
compensatory,3,kxmpEnsxtori
compete,41,kxmpit
competence,18,kampxtIns
competency,1,kampItxnsi
competent,21,kampItxnt
competently,5,kampItxntli
competition,63,kampxtISIn
competitive,31,kxmpEtItIv
competitively,2,kxmpEtItIvli
competitor,13,kxmpEtItR
compilation,13,kampxleSIn
compile,15,kxmpYl
compiler,7,kQmpYlR
complacency,4,kxmplesxnsi
complacent,1,kxmplesxnt
complain,41,kxmplen
complainant,1,kxmplenxnt
complaint,22,kxmplent
complaisance,1,kxmplesNs
complaisant,1,kxmplesxnt
complement,21,kamplxmxnt
complement,3,kamplxmxnt
complementary,4,kamplxmEntRi
complete,163,kxmplit
complete,107,kxmplit
completely,47,kxmplitli
completely,63,kxmplitli
completeness,4,kxmplitnEs
completion,64,kxmpliSxn
complex,59,kxmplEks
complex,38,kxmplEks
complexion,7,kxmplEkSIn
complexity,18,kxmplEksIti
compliance,6,kxmplYIns
complicate,33,kamplxket
complication,9,kamplxkeSIn
complicity,7,kxmplIsIti
compliment,7,kamplxmxnt
compliment,3,kamplxmxnt
complimentary,2,kamplxmEntRi
comply,14,kxmplY
component,80,kxmponInt
comport,2,kxmport
comportment,1,kxmportmxnt
compose,50,kxmpoz
composer,46,kxmpozR
composite,10,kxmpazIt
composite,7,kxmpazIt
composition,35,kampxzISIn
compost,8,kampost
composure,4,kxmpoZR
compote,1,kampot
compound,24,kampWnd
compound,16,kampWnd
comprehend,10,kamprIhEnd
comprehension,7,kamprIhEnSxn
comprehensive,19,kamprIhEnsIv
comprehensively,1,kamprIhEnsIvli
comprehensively,1,kamprIhEnsIvli
compress,2,kamprEs
compress,13,kamprEs
compressibility,1,kxmprEsxbIlIti
compression,8,kxmprESxn
compressive,2,kxmprEsIv
compressor,2,kxmprEsR
comprise,25,kxmprYz
compromise,18,kamprxmYz
compromise,8,kamprxmYz
comptroller,4,kamptrolR
compulsion,9,kxmpQlSIn
compulsive,10,kxmpQlsIv
compulsive,4,kxmpQlsIv
compulsively,3,kxmpQlsIvli
compulsory,7,kxmpQlsxri
computation,8,kampyUteSIn
compute,41,kxmpyut
computer,18,kxmpyutR
comrade,14,kamrAd
con,2,kan
con,2,kan
con,2,kan
concave,4,kankev
conceal,18,kxnsil
concealment,2,kxnsilmxnt
concede,23,kxnsid
conceit,2,kxnsit
conceivable,11,kxnsivxbL
conceive,45,kxnsiv
concentrate,6,kansIntret
concentrate,49,kansIntret
concentration,56,kansIntreSIn
concentric,2,kxnsEntrIk
concept,112,kansEpt
conception,41,kxnsEpSIn
conceptual,4,kxnsEpCuL
conceptuality,2,kxnsEpCuAlIti
conceptually,1,kxnsEpCuLli
concern,115,kxnsRn
concern,161,kxnsRn
concerning,62,kxnsRnIG
concert,64,kansRt
concerted,3,kxnsRtId
concertina,1,kansRtinx
concertmaster,1,kansRtmAstR
concerto,18,kxnCErto
concession,10,kxnsESIn
concessionaire,9,kxnsESxnAr
concierge,2,kansiArZ
conciliate,1,kxnsIliet
conciliator,1,kxnsIlietR
conciliatory,2,kxnsIlixtori
concise,1,kxnsYs
conciseness,1,kxnsYsnIs
conclave,2,kanklev
conclude,60,kxnklud
conclusion,95,kxnkluZIn
conclusive,11,kxnklusIv
conclusively,7,kxnklusIvli
concoct,1,kxnkakt
concordant,2,kankcrdxnt
concrete,20,kankrit
concrete,28,kankrit
concretely,2,kankritli
concur,9,kxnkR
concurrence,4,kxnkRxns
concurrent,7,kxnkRxnt
concurrently,1,kxnkRxntli
concussion,1,kxnkQSIn
condemn,30,kxndEm
condemnation,7,kandEmneSIn
condemnatory,1,kxndEmnItori
condensation,7,kandEnseSIn
condense,11,kxndEns
condenser,1,kxndEnsR
condescend,2,kandIsEnd
condescension,2,kandIsEnSxn
condiment,2,kandxmxnt
condition,271,kxndISIn
condition,24,kxndISIn
conditional,3,kxndISxnL
conditioner,18,kxndISxnR
condolence,1,kxndolIns
condone,1,kxndon
conducive,2,kxndusIv
conduct,36,kandQkt
conduct,91,kandQkt
conduction,2,kxndQkSxn
conductivity,5,kandQktIvxti
conductor,28,kxndQktR
conduit,1,kanduIt
cone,15,kon
cone,2,kon
confabulation,4,kxnfAbyUleSIn
confederacy,9,kxnfEdRxsi
confederate,13,kxnfEdRIt
confederate,3,kxnfEdRIt
confederation,5,kxnfEdxreSxn
confer,10,kxnfR
conferee,2,kanfRi
conference,122,kanfRxns
confess,25,kxnfEs
confession,19,kxnfESxn
confessional,3,kxnfESxnL
confessor,1,kxnfEsR
confidant,1,kanfxdAnt
confidante,1,kanfIdAnt
confide,13,kxnfYd
confidence,58,kanfIdIns
confident,17,kanfIdxnt
confidential,6,kanfIdEnCL
confidentially,4,kanfIdEnSLli
confidently,2,kanfIdxntli
configuration,10,kxnfIgyReSIn
confine,7,kxnfYn
confine,21,kxnfYn
confinement,8,kxnfYnmxnt
confirm,41,kxnfRm
confirmation,7,kanfRmeSIn
confiscate,3,kanfxsket
conflagration,1,kanflxgreSIn
conflict,58,kanflIkt
conflict,12,kanflIkt
confluent,1,kanfluxnt
conform,18,kxnfcrm
conformance,2,kxnfcrmxns
conformation,4,kanfRmeSIn
conformist,1,kxnfcrmIst
conformist,5,kxnfcrmIst
conformity,16,kxnfcrmxti
confound,3,kxnfWnd
confront,55,kxnfrQnt
confrontation,17,kanfrxnteSxn
Confucian,2,kxnfyuSxn
confuse,52,kxnfyuz
confusion,48,kxnfyuZxn
confute,1,kxnfyut
congeal,4,kxnJil
congenial,7,kxnJinyL
congeniality,1,kxnJiniAlIti
congenital,1,kxnJEnItL
congest,2,kxnJEst
Congolese,7,kaGgxliz
congratulate,7,kxngrACxlet
congratulation,8,kxngrACxleSxn
congratulatory,2,kxngrACxlxtori
congregate,3,kaGgrIget
congregation,65,kaGgrIgeSIn
congregational,14,kaGgrxgeSxnL
congress,3,kaGgrIs
congressional,22,kxngrESNL
congressman,32,kaGgrIsmxn
congresswoman,2,kaGgrIswUmxn
congruence,11,kxngruxns
congruent,3,kaGgruxnt
conic,2,kanIk
conjecture,5,kxnJEkCR
conjecture,1,kxnJEkCR
conjoin,3,kxnJOn
conjugal,3,kanJIgL
conjugate,24,kanJIgIt
conjugate,6,kanJIgIt
conjugation,1,kanJIgeSIn
conjunction,17,kxnJQGkSIn
conjure,5,kanJR
connect,44,kxnEkt
connection,86,kxnEkSxn
connective,2,kxnEktIv
connective,1,kxnEktIv
connivance,1,kxnYvxns
connoisseur,6,kanIsR
connotation,8,kanIteSIn
connote,2,kxnot
conquer,10,kaGkR
conqueror,3,kaGkRR
conquest,11,kankwEst
consanguineous,1,kansAGgwInixs
consanguinity,2,kansAGgwInIti
conscience,41,kanCIns
conscientious,10,kanCiEnCIs
conscionable,1,kanSxnxbL
conscious,46,kanCIs
consciously,12,kanSxsli
consciousness,30,kanSxsnIs
conscript,1,kanskrIpt
conscript,2,kanskrIpt
conscription,2,kxnskrIpSIn
consecration,1,kansIkreSIn
consecutive,10,kxnsEkyutIv
consensus,7,kxnsEnsIs
consent,15,kxnsEnt
consent,7,kxnsEnt
consequence,65,kansIkwEns
consequent,7,kansxkwEnt
consequential,1,kansIkwEnCL
consequently,31,kansxkwEntli
conservation,13,kansRveSIn
conservationist,1,kansRveSxnIst
conservatism,10,kxnsRvxtIzM
conservative,28,kxnsRvxtIv
conservative,7,kxnsRvxtIv
conservatory,3,kxnsRvxtori
conserve,6,kxnsRv
consider,317,kxnsIdR
considerable,96,kxnsIdRxbL
considerate,4,kxnsIdRIt
consideration,81,kxnsIdxreSxn
consign,3,kxnsYn
consist,109,kxnsIst
consistency,18,kxnsIstxnsi
consistent,28,kxnsIstxnt
consistently,20,kxnsIstxntli
consolation,3,kansxleSIn
console,4,kansol
console,3,kansol
consolidate,10,kxnsalxdet
consolidation,9,kxnsalIdeSxn
consonance,1,kansInIns
consonant,1,kansxnxnt
consonant,6,kansxnxnt
consonantal,9,kansNAntL
consort,1,kanscrt
consort,3,kanscrt
conspicuous,6,kxnspIkyuxs
conspicuously,1,kxnspIkyuxsli
conspicuously,7,kxnspIkyuxsli
conspiracy,24,kxnspIrIsi
conspire,6,kxnspYr
constable,2,kanstxbL
constancy,5,kanstInsi
constant,61,kanstxnt
constant,19,kanstxnt
constantly,41,kanstxntli
constellation,5,kanstIleSIn
consternation,1,kanstRneSIn
constituency,4,kxnstICuxnsi
constituent,15,kxnstICuxnt
constitute,54,kanstItut
constitution,53,kanstItuSIn
constitutional,26,kanstItuSxnL
constrain,3,kxnstren
constraint,2,kxnstrent
constrict,3,kxnstrIkt
constriction,4,kxnstrIkSxn
constrictor,7,kxnstrIktR
construct,56,kxnstrQkt
construction,98,kxnstrQkSIn
constructive,15,kxnstrQktIv
constructively,2,kxnstrQktIvli
construe,8,kxnstru
consul,3,kansL
consulate,1,kansxlIt
consult,41,kxnsQlt
consultant,19,kxnsQltxnt
consultation,12,kansLteSIn
consultative,1,kxnsQltxtIv
consume,21,kxnsum
consumer,48,kxnsumR
consummate,3,kansxmet
consummate,4,kansxmet
consummation,4,kansxmeSIn
consumption,18,kxnsQmpSIn
consumptive,3,kxnsQmptIv
contact,79,kantAkt
contact,15,kantAkt
contagion,2,kxnteJIn
contagious,2,kxnteJxs
contain,188,kxnten
container,14,kxntenR
contaminate,5,kxntAmxnet
contamination,4,kxntAmxneSxn
contemplate,19,kantxmplet
contemplation,6,kantxmpleSIn
contemplative,1,kxntEmplItIv
contemporary,59,kxntEmpREri
contemporary,11,kxntEmpREri
contempt,15,kxntEmpt
contemptible,2,kxntEmptxbL
contemptuous,6,kxntEmpCuxs
contend,24,kxntEnd
content,9,kxntEnt
content,57,kxntEnt
content,12,kxntEnt
contention,11,kxntEnCIn
contentment,1,kxntEntmxnt
contest,32,kantEst
contest,5,kantEst
context,37,kantEkst
contiguous,1,kxntIgyuxs
continence,1,kantNIns
continent,24,kantNInt
continental,19,kantNEntL
continentally,1,kantxnEntLli
contingency,8,kxntInJInsi
contingent,4,kxntInJxnt
continual,5,kxntInyuL
continually,25,kxntInyuLli
continuance,6,kxntInyuxns
continuation,18,kxntInyueSIn
continue,342,kxntInyu
continuity,27,kantNuIti
continuous,44,kxntInyuxs
continuously,23,kxntInyuxsli
continuum,7,kxntInyUxm
contort,3,kxntcrt
contortion,1,kxntcrSxn
contour,21,kantUr
contour,1,kantUr
contraband,1,kantrxbAnd
contrabass,1,kantrxbes
contraception,4,kantrIsEpSIn
contraceptive,1,kantrxsEptIv
contraceptive,4,kantrxsEptIv
contract,73,kantrAkt
contract,21,kantrAkt
contraction,12,kxntrAkSIn
contractor,10,kantrAktR
contractual,7,kxntrAkCuL
contradict,8,kantrxdIkt
contradiction,18,kantrxdIkSxn
contradictory,1,kantrxdIktxri
contradistinction,1,kantrxdIstIGkSxn
contralto,1,kxntrAlto
contraption,1,kxntrApSIn
contrariety,1,kantrxrYxti
contrarily,1,kantrErxli
contrary,41,kantrEri
contrary,11,kantrEri
contrast,78,kantrAst
contrast,22,kantrAst
contribute,108,kxntrIbyut
contribution,67,kantrxbyuSIn
contributor,8,kxntrIbyutR
contributory,1,kxntrIbyxtori
contrite,1,kxntrYt
contrition,1,kxntrISIn
contrivance,1,kxntrYvxns
contrive,5,kxntrYv
control,220,kxntrol
control,95,kxntrol
controller,14,kxntrolR
controversial,12,kantrxvRSL
controversy,30,kantrxvRsi
contusion,1,kxntuZIn
convalesce,1,kanvxlEs
convalescence,1,kanvxlEsxns
convection,2,kxnvEkSIn
convene,2,kxnvin
convenience,22,kxnvinyxns
convenient,22,kxnvinyxnt
conveniently,7,kxnvinyxntli
convent,4,kanvEnt
convention,37,kxnvEnCIn
conventional,51,kxnvEnSxnL
conventionality,1,kxnvEnSxnAlIti
conventionally,1,kxnvEnSxnLli
converge,4,kxnvRJ
conversant,1,kxnvRsNt
conversation,60,kanvRseSIn
conversational,3,kanvRseSxnL
converse,2,kxnvRs
converse,4,kxnvRs
conversely,9,kxnvRsli
conversion,27,kxnvRZIn
convert,8,kxnvRt
convert,31,kxnvRt
convertible,7,kxnvRtxbL
convertible,3,kxnvRtxbL
convex,1,kxnvEks
convexity,1,kxnvEksIti
convey,27,kxnve
conveyor,3,kxnveR
convict,10,kxnvIkt
convict,16,kxnvIkt
conviction,70,kxnvIkSIn
convince,57,kxnvIns
convivial,1,kxnvIviL
convocation,4,kanvxkeSIn
convoy,3,kanvO
convulse,1,kxnvQls
convulsion,1,kxnvQlSIn
convulsive,3,kxnvQlsIv
convulsively,3,kxnvQlsIvli
coo,1,ku
cook,22,kUk
cook,50,kUk
cookie,10,kUki
cooking,6,kUkIG
cool,50,kul
cool,2,kul
cool,1,kul
cool,59,kul
coolant,4,kulInt
cooler,7,kulR
cooler,9,kulR
coolly,5,kuli
coop,4,kup
coop,2,kup
cooperate,28,koapRet
cooperation,51,koapxreSxn
cooperative,24,koapRItIv
cooperative,13,koapRItIv
coordinate,1,kocrdNet
coordinate,7,kocrdNet
coordinate,30,kocrdNet
coordination,17,kocrdxneSxn
cop,32,kap
cope,30,kop
Copernican,8,kopRnIkxn
coping,1,kopIG
copious,1,kopixs
copiously,1,kopixsli
copper,1,kapR
copper,12,kapR
coppery,2,kapxri
copra,2,koprx
copy,54,kapi
copy,6,kapi
copywriter,1,kapirYtR
coquette,2,kokEt
coral,4,kcrL
cord,8,kcrd
cord,1,kcrd
cordial,6,kcrJL
cordon,1,kcrdN
corduroy,2,kcrdRO
core,44,kor
core,2,kor
coriander,1,koriAndR
Corinthian,5,kxrInTixn
cork,10,kcrk
cork,2,kcrk
corkscrew,3,kcrkskru
corn,38,kcrn
corner,134,kcrnR
corner,2,kcrnR
cornerstone,3,kcrnRston
cornfield,1,kcrnfild
cornmeal,2,kcrnmil
cornstarch,1,kcrnstarC
cornucopia,1,kcrnxkopix
corny,1,kcrni
corollary,5,kcrxlEri
corona,1,kRonx
coronary,4,kcrxnEri
coronary,4,kcrxnEri
coronation,1,kcrxneSIn
coroner,9,kcrxnR
corporal,4,kcrpRL
corporate,19,kcrpRIt
corporation,131,kcrpReSIn
corporeal,1,kcrporiL
corps,103,kor
corpse,12,kcrps
corpsman,1,kormxn
corpulence,1,kcrpyUlxns
corpus,4,kcrpxs
corral,4,kRAl
corral,2,kRAl
correct,40,kREkt
correct,21,kREkt
correction,7,kxrEkSxn
correctly,13,kxrEktli
correlate,8,kcrxlet
correlation,18,kcrxleSIn
correlatively,1,kxrElxtIvli
correspond,26,kcrIspand
correspondence,25,kcrIspandxns
correspondent,17,kcrIspandxnt
corridor,19,kcrxdR
corroborate,5,kRabRet
corrode,2,kRod
corrosion,4,kxroZxn
corrosive,4,kxrosIv
corrugate,4,kcrxget
corrugation,1,kcrxgeSIn
corrupt,7,kRQpt
corrupt,6,kRQpt
corruptible,5,kxrQptxbL
corruption,14,kxrQpSxn
corsage,1,kcrsaZ
cortege,1,kcrtEZ
cortex,7,kcrtEks
cortical,3,kcrtIkL
cortically,1,kcrtIkLli
cosec,1,kosik
cosmetic,8,kazmEtIk
cosmic,18,kazmIk
cosmological,2,kazmxlaJIkL
cosmology,3,kazmalxJi
cosmopolitan,2,kazmxpalItN
cosmos,3,kazmos
cost,349,kcst
cost,62,kcst
costive,1,kastIv
costly,16,kcstli
costume,28,kastum
costume,1,kastum
cotillion,2,kotIlyxn
cottage,25,katIJ
cotter,1,katR
cotton,36,katN
cottonseed,1,katNsid
couch,13,kWC
couch,2,kWC
cough,3,kcf
cough,8,kcf
could,0,kUd
council,115,kWnsL
councilman,5,kWnsLmxn
councilwoman,1,kWnsLwUmxn
counsel,16,kWnsL
counsel,9,kWnsL
counselor,7,kWnsxlR
count,31,kWnt
count,65,kWnt
countenance,6,kWntNIns
counter,32,kWntR
counter,5,kWntR
counter,4,kWntR
counteract,8,kWntRAkt
counterattack,3,kWntRItAk
counterattack,1,kWntRItAk
counterbalance,1,kWntRbAlIns
counterbalance,3,kWntRbAlIns
counterfeit,1,kWntRfIt
counterman,1,kWntRmAn
counterpart,20,kWntRpart
counterpoint,5,kWntRpOnt
counterpoint,1,kWntRpOnt
counterproposal,1,kWntRprxpozL
countless,14,kWntlxs
country,491,kQntri
countryman,8,kQntrimxn
